275	1142215	1037927	Salty Kiss Magic Rock Brewing	330.00	4.10	29.90	90.61	0	0
276	8221203	1039569	Brooklyn Scorcher IPA	355.00	4.50	19.90	56.06	0	0
277	8243903	1039685	Flensburger Pilsener	330.00	4.80	20.40	61.82	0	0
278	8922206	1039712	Big Chouffe 	1500.00	8.00	169.00	112.67	0	0
279	8031403	1039749	Flensburger Winterbock	330.00	7.00	23.80	72.12	0	0
280	8032903	1039790	Flensburger Frühlingsbock	330.00	6.90	23.80	72.12	0	0
281	8161903	1039806	Flensburger Gold	330.00	4.80	20.40	61.82	0	0
282	8200403	1039841	Flensburger Weizen	330.00	5.10	21.90	66.36	0	0
283	8201303	1039844	Flensburger Dunkel	330.00	4.80	20.40	61.82	0	0
284	1148712	1040420	Stone IPA 	330.00	6.90	24.90	75.46	0	0
285	1101812	1040539	Arrogant Bastard Stone Brewing Co	500.00	7.20	32.90	65.80	0	0
286	3086303	1040705	Bryggverket Dubbelpipa 	330.00	9.50	44.20	133.94	0	0
287	3086403	1041157	Dark Side Imperial Ale Train Station Brewery	330.00	9.00	38.90	117.88	0	0
288	3086603	1041295	Nils Oscar Dubbel IPA India Pale Ale	330.00	8.20	26.90	81.52	0	0
289	3086701	1041305	Blend no. 33 Invincible Gueze Style Sthlm Ale	750.00	6.60	297.00	396.00	0	0
290	8905703	1041362	Sierra Nevada Nooner Pils	355.00	5.20	24.90	70.14	0	0
291	8914103	1041396	Sierra Nevada Hop Hunter IPA	355.00	6.20	25.90	72.96	0	0
292	3086803	1041570	Blend no. 2 Superior Sour Stout	330.00	10.00	39.00	118.18	0	0
293	3086903	1041821	Brygghus 19 Innovation Glutenfri	330.00	8.00	29.90	90.61	0	0
294	3087003	1041834	Cuprum Pale Ale	330.00	5.90	26.90	81.52	0	0
295	132412	1041891	Feldschlößchen Pilsner 	330.00	4.90	11.90	36.06	0	0
296	133403	1041928	Commerzienrat Riegele Privat 	330.00	5.20	14.90	45.15	0	0
297	3087103	1042164	Beerbliotek Eternal Darkness Imperial Stout	330.00	11.00	39.90	120.91	0	0
298	3087203	1042391	Beerbliotek Pilsner One-O-One Unfiltered Pilsner	330.00	5.00	23.90	72.42	0	0
299	3087315	1042581	Beerbliotek Single Hop Mosaic IPA	330.00	6.50	27.90	84.55	0	0
300	8161906	1042674	Flensburger Gold Party keg	5000.00	4.80	228.00	45.60	0	0
301	8243906	1042677	Flensburger Pilsener Party keg	5000.00	4.80	228.00	45.60	0	0
302	8201306	1042680	Flensburger Dunkel Party keg	5000.00	4.80	228.00	45.60	0	0
303	8200406	1042683	Flensburger Weizen Party keg	5000.00	5.10	227.30	45.46	0	0
304	8831003	1044417	BRLO Craft Helles	330.00	5.00	24.80	75.15	0	0
305	8848003	1044448	BRLO Craft Pale Ale	330.00	6.00	28.40	86.06	0	0
306	8824003	1044487	BRLO Craft Porter	330.00	7.00	32.00	96.97	0	0
307	8815503	1044495	BRLO Craft Weisse	330.00	4.00	28.70	86.97	0	0
308	134501	1044524	Örbaek Påskebryg 	750.00	7.20	56.20	74.93	0	1
309	8910103	1045274	Little Creatures Indian  Pale Ale	330.00	6.40	42.80	129.70	0	0
310	160503	1046029	Monastic 	355.00	7.00	29.90	84.23	0	0
311	3087401	1046546	The Dreaded Dobermans German Ale	500.00	5.00	32.60	65.20	0	0
312	1145415	1047193	Åbro Original 	330.00	5.20	10.90	33.03	0	1
313	3087603	1047196	Stigbergets Pacific Pale Ale	330.00	5.50	28.90	87.58	0	0
314	1148403	1047241	Heineken 	330.00	5.00	13.90	42.12	0	0
315	1146803	1047516	To Øl Berliner Vice	330.00	3.80	21.90	66.36	0	0
316	3087703	1048315	Nya Carnegiebryggeriet Luma Lager	330.00	5.00	19.90	60.30	0	0
317	3087903	1048512	Värmdö Bryggeri Svartsö Stout	330.00	6.80	28.50	86.36	0	0
